,Unnamed: 0,Adjektiv,P(han),P(hun),Differanse
85,85,annerledes,0.2127956300973892,0.1841035932302475,0.0286920368671417
329,329,ensella,0.2356600761413574,0.2077088356018066,0.0279512405395507
262,262,dobbel,0.1906605958938598,0.1628124415874481,0.0278481543064117
449,449,forvist,0.200368046760559,0.1729215532541275,0.0274464935064315
1655,1655,virkelig,0.1255359351634979,0.0981859937310218,0.027349941432476
1550,1550,umulig,0.2401253432035446,0.2129871398210525,0.027138203382492
125,125,attråverdig,0.2296123057603836,0.202864184975624,0.0267481207847595
63,63,alliert,0.150760605931282,0.1241660118103027,0.0265945941209793
823,823,labil,0.2132141143083572,0.1869495213031768,0.0262645930051803
134,134,avind,0.2045980393886566,0.1786906421184539,0.0259073972702026
328,328,enkelt,0.0993858352303505,0.0734910145401954,0.025894820690155
319,319,endoterm,0.1609538346529007,0.1353202611207962,0.0256335735321044
784,784,korrekt,0.2033879607915878,0.1778370141983032,0.0255509465932846
441,441,forterpet,0.2031666934490203,0.1780514568090438,0.0251152366399765
46,46,aktverdig,0.2984930574893951,0.2733990252017975,0.0250940322875976
927,927,moden,0.2136231213808059,0.1892050951719284,0.0244180262088775
22,22,adstadig,0.3055851459503174,0.2811983823776245,0.0243867635726928
1585,1585,utendørs,0.198651522397995,0.1745494604110717,0.0241020619869232
1683,1683,ærlig,0.3060055077075958,0.2819041311740875,0.0241013765335083
92,92,ansvarsfull,0.302441656589508,0.2785494923591614,0.0238921642303466
288,288,egoistisk,0.1896953284740448,0.1660715639591217,0.023623764514923
1275,1275,skånsom,0.2849335372447967,0.2615250945091247,0.0234084427356719
565,565,halv,0.1746309548616409,0.1512563824653625,0.0233745723962783
65,65,allmenn,0.155215248465538,0.1321407854557037,0.0230744630098342
953,953,mørkeredd,0.3081981837749481,0.2854238152503967,0.0227743685245513
1349,1349,styrbar,0.2105172872543335,0.1878698915243148,0.0226473957300186
1255,1255,skeptisk,0.2446214258670807,0.2219796776771545,0.0226417481899261
238,238,dagligdags,0.1723498702049255,0.150727316737175,0.0216225534677505
399,399,flersellet,0.1942610740661621,0.1726553440093994,0.0216057300567626
696,696,juridisk,0.2321683168411255,0.2108062207698822,0.0213620960712432
729,729,kjempevarm,0.0544718541204929,0.0331135466694831,0.0213583074510097
1286,1286,smittet,0.2373549193143844,0.2163630276918411,0.0209918916225433
570,570,handlekraftig,0.2915658950805664,0.2706519365310669,0.0209139585494995
401,401,flerverdig,0.1783974915742874,0.1575457751750946,0.0208517163991928
779,779,kontrær,0.1950477063655853,0.1744768470525741,0.0205708593130111
539,539,gram,0.2018861323595047,0.1814520508050918,0.0204340815544128
44,44,aktsom,0.3153867125511169,0.2950479090213775,0.0203388035297393
941,941,motvillig,0.1946110725402832,0.1746493279933929,0.0199617445468902
1439,1439,toverdig,0.1583053767681121,0.1385683119297027,0.0197370648384094
567,567,handlaga,0.2574991881847381,0.2378504872322082,0.0196487009525299
81,81,analytisk,0.2194706052541732,0.1998508423566818,0.0196197628974914
718,718,kjempefin,0.3121862113475799,0.2927562296390533,0.0194299817085266
1325,1325,stillferdig,0.2790825963020324,0.2602112591266632,0.0188713371753692
907,907,meddelsom,0.1909365803003311,0.1720788329839706,0.0188577473163604
1343,1343,stum,0.1411675214767456,0.1223448514938354,0.0188226699829101
786,786,kort,0.1250709742307663,0.1063072308897972,0.018763743340969
0,0,a posteriori,0.0783154889941215,0.0596377775073051,0.0186777114868164
965,965,nedsettende,0.3058637976646423,0.2873151898384094,0.0185486078262329
1474,1474,tydelig,0.2989622354507446,0.280890554189682,0.0180716812610626
572,572,harm,0.2117581516504287,0.1939495503902435,0.0178086012601852
870,870,lun,0.2662720084190368,0.2486972361803054,0.0175747722387313
795,795,krevende,0.309189885854721,0.2917011976242065,0.0174886882305145
1047,1047,overeksponert,0.191196009516716,0.1737837195396423,0.0174122899770736
1177,1177,ryddig,0.3257769644260406,0.3085753619670868,0.0172016024589538
563,563,habil,0.3382648825645447,0.321497231721878,0.0167676508426666
852,852,likesidig,0.2376704514026641,0.2209161072969436,0.0167543441057205
1221,1221,selvstendig,0.1976196765899658,0.1820054352283477,0.015614241361618
1298,1298,sober,0.1704743355512619,0.1551070809364318,0.01536725461483
192,192,bisarr,0.180634006857872,0.1653000116348266,0.0153339952230453
1276,1276,slem,0.229083776473999,0.2140751928091049,0.0150085836648941
1424,1424,tillitvekkende,0.312992662191391,0.2982421517372131,0.0147505104541778
1418,1418,tilfeldig,0.1580613404512405,0.1433280706405639,0.0147332698106765
1681,1681,årvåken,0.319921612739563,0.3062551915645599,0.013666421175003
94,94,antonym,0.1353365629911422,0.1218877881765365,0.0134487748146057
179,179,bevegelig,0.1923461109399795,0.1790440082550048,0.0133021026849746
1619,1619,varm,0.0597632713615894,0.0465287305414676,0.0132345408201217
1229,1229,sikker,0.3166033625602722,0.3036355972290039,0.0129677653312683
1320,1320,standhaftig,0.2549692392349243,0.2420690506696701,0.0129001885652542
1361,1361,superlineær,0.1731829941272735,0.1605501025915146,0.0126328915357589
149,149,befolkningsmessig,0.1570521593093872,0.1447374671697616,0.0123146921396255
1291,1291,snar,0.1445281952619552,0.1323060393333435,0.0122221559286117
171,171,bestandig,0.1423163264989853,0.1301144510507583,0.0122018754482269
1086,1086,plagsom,0.2934755682945251,0.2814250290393829,0.0120505392551422
929,929,modig,0.3202454745769501,0.3088049590587616,0.0114405155181884
1661,1661,vokal,0.1535008251667022,0.1420972496271133,0.0114035755395889
368,368,feilvendt,0.2061404436826706,0.1949670761823654,0.0111733675003051
292,292,eksemplarisk,0.2435605227947235,0.2325174808502197,0.0110430419445037
258,258,distré,0.253849059343338,0.2428091466426849,0.011039912700653
484,484,fæl,0.2121480107307434,0.2011525183916092,0.0109954923391342
72,72,alternativ,0.2740956842899322,0.2636379897594452,0.010457694530487
371,371,fengsla,0.1933852136135101,0.1832391321659088,0.0101460814476013
491,491,førstvoterende,0.1899115145206451,0.1806785017251968,0.0092330127954483
1340,1340,strålende,0.2316056936979293,0.2225149720907211,0.0090907216072082
1454,1454,tro,0.1039525717496872,0.094867318868637,0.0090852528810501
672,672,intransitiv,0.1653508991003036,0.1563708335161209,0.0089800655841827
752,752,knotete,0.2664685547351837,0.2575111985206604,0.0089573562145233
635,635,ikke-tom,0.1830690950155258,0.1741413325071334,0.0089277625083923
1290,1290,snakkesalig,0.2720812559127807,0.263668954372406,0.0084123015403747
283,283,edel,0.1081198155879974,0.0997227802872657,0.0083970353007316
114,114,artig,0.303648978471756,0.2955507338047027,0.0080982446670532
838,838,legitim,0.1704830825328827,0.1626325100660324,0.0078505724668502
890,890,maken,0.2114154398441314,0.2040164470672607,0.0073989927768707
1637,1637,vennlig,0.2417051643133163,0.2349065095186233,0.0067986547946929
772,772,konkret,0.1331090033054351,0.1267523616552353,0.0063566416501998
1583,1583,utakknemlig,0.2556559443473816,0.2493384033441543,0.0063175410032272
353,353,faktisk,0.1357263773679733,0.1295993477106094,0.0061270296573638
909,909,megetsigende,0.1345044821500778,0.1284679025411605,0.0060365796089172
765,765,kompatibel,0.0919936746358871,0.0862358883023262,0.0057577863335609
411,411,forelda,0.2340414226055145,0.2283503115177154,0.005691111087799
763,763,komparabel,0.1864051818847656,0.1808021366596222,0.0056030452251434
1205,1205,samtidig,0.1301977187395095,0.1248372048139572,0.0053605139255523
1489,1489,uanstendig,0.3060398399829864,0.3009163737297058,0.0051234662532806
731,731,kjerringstyrt,0.2751738727092743,0.270275205373764,0.0048986673355102
530,530,god,0.1845908313989639,0.1801114678382873,0.0044793635606765
1685,1685,økologisk,0.235269621014595,0.2311077713966369,0.004161849617958
912,912,menneskelig,0.1425722539424896,0.1385096758604049,0.0040625780820846
372,372,fengslende,0.2765425741672516,0.2724998593330383,0.0040427148342132
1650,1650,viktig,0.2088745981454849,0.2050048112869262,0.0038697868585586
898,898,mannhaftig,0.2297310978174209,0.2259376943111419,0.0037934035062789
668,668,interessert,0.2191855013370514,0.2155740559101104,0.0036114454269409
1589,1589,uthevet,0.1408688873052597,0.1375331133604049,0.0033357739448547
23,23,advarende,0.1765448749065399,0.1733965575695037,0.0031483173370361
163,163,belærende,0.2038751989603042,0.2010498493909835,0.0028253495693206
1458,1458,trossig,0.2630293369293213,0.2604478597640991,0.0025814771652221
357,357,famøs,0.2246397286653518,0.2223323732614517,0.0023073554039001
1103,1103,presentabel,0.202833816409111,0.200644388794899,0.002189427614212
128,128,autonom,0.1673808097839355,0.1653555184602737,0.0020252913236618
275,275,dyrebar,0.0481659434735775,0.0461886189877986,0.0019773244857788
849,849,likegyldig,0.2215604931116104,0.2203549593687057,0.0012055337429046
230,230,bundet,0.1393595933914184,0.1381978392601013,0.0011617541313171
1005,1005,objektiv,0.1660569310188293,0.1651640981435775,0.0008928328752517
652,652,inhabil,0.2790933847427368,0.2783761918544769,0.0007171928882598
1545,1545,ulydig,0.2106115221977234,0.2099285125732422,0.0006830096244812
1305,1305,spatial,0.143229067325592,0.1426087766885757,0.0006202906370162
157,157,bekjent,0.2445257306098938,0.2439850717782974,0.0005406588315963
276,276,dyster,0.1736880391836166,0.1732752472162246,0.0004127919673919
190,190,biologisk,0.1412085741758346,0.1408338844776153,0.0003746896982192
182,182,bevokst,0.2227438390254974,0.2224553376436233,0.000288501381874
